Grid-Search
random opponent: False then True
epsilon= 0.5
------------------------------
1000,9784,10000,10000
2000,9890,10000,10000
3000,9942,10000,10000
4000,9930,10000,10000
5000,9965,10000,10000
------------------------------
6000,9990,10000,10000
7000,9997,10000,10000
8000,9995,10000,10000
9000,9996,10000,10000
10000,9991,10000,10000
60000,-1,-1,-1
