Grid-Search
random opponent: True then False
epsilon= 0.4
------------------------------
1000,9751,10000,10000
2000,9923,10000,10000
3000,9939,10000,10000
4000,9936,10000,10000
5000,9924,10000,10000
------------------------------
6000,9954,10000,10000
7000,9961,10000,10000
8000,9990,10000,10000
9000,9995,10000,10000
10000,9994,10000,10000
60000,-1,-1,-1
